pop,repl,genome,scf
5,6,wzcagcpzawivDnCkaixyFDaDycuDqdDFucDABdutstftmxekixyvcnpBBFBdtetanDrbBvBBxBBgkzqvcbCemowDggDbsltvfzqBdaeApcsmiiBizlklgiab,4.360000
5,6,wzcagcpzawxvDnniqmCyFDqByccDrqdFucnAesutskutmvpkxxyvanpBlvBBteganDrbBvBBxBBgszqvEqweFtwggeDboltvFzqBdaeppesmCiBiyzkwhiab,4.050000
5,6,wzcagcpzawxcDnCwqrCyFiqByceDrFdFucnAesutskutmvpkxxyvanpBEFBBteganDrbBvBBxBBgvzqvEqweFpwggEDbsltvAzqBuaeApesmgiBiAzkwhAab,4.370000
5,6,wzcagcpyiBzlbwnhndtyFbzBycufFFvqucBadBBaeEABBBBowvyEsBbyBBBBtBnandrBBvyBxBBgBDqEmFBiquxgajCmckmkcDmaDbqaiAkdbeinBzyyxzab,3.580000
5,6,wzcagcpyiBzlbwnhndtyFbzBycufFFvqucBadBBaeEABBBBowvyEsBbyBBBBtBnandrBBvyBxBBgBDqEmFBBquxgajCmckmkcDmaDbqaiAkdbeinBzyyxzab,3.580000
5,6,wzcagcpudyzhtwthnfDyFyzBycufFFvAucBadBBaerpBBBBfpvyasBbyBBwBtBBBndrBBvyBxBBgDwrEFbBBuxxqalancemkrnqoybqbnepdbtieyjeytqab,3.540000
5,6,wujagcjAacpsvipkpkBeFkzyycubdbvDucsbxBcDubteEBpExvywABByuaBBtBoBnBBaxvrBoBBghboxfjpuhxhwiCywjvhAuxfbqpbliaqCDgbEbcFpzxil,3.990000
5,6,wzcagclowxervqaqkrievDzyycubdcvDucFobBxmEBtAEmElmvyeiuBkyBByFDBbkEdExvBefyBgitkedxBunBmtxdhkzcEfavbkDbxmxseAcfxnpwphpCab,3.930000
5,6,wzcagclowxervqaqkrievuzyycubdcvDucFolBxxEBtAEmbwmvyeiuBkyBByFDBbcEeExvBeqyBgitkedxBunBmwxdhkzcEyavbkjwxmxseqcjBnpwphpCab,2.760000
5,6,wzcagcuzapDlukqcvluyFpAyycufaEqwucuradcBkDxptqwmotyecwpyFawdteBinirbBvpoxBegvrqenyCBaECCkEEAcFhgojBtrzykibjdeAiskentfpab,3.730000
5,6,wzcagcuzapDlukqcvluyFpAyycufaoowucbraccBkDxptqwmotyecwpyFawdteBinirbBvpoxBegvrqejyCBmECCkEEAcFhgojBtrzbkibwdeAiskentfpab,0.000000
5,6,wzcagcczarelukFAvpuymdAyycuffoowucutadkxkDxptqwwotyecwnytawdtejinirbBvpBxBEgvhienywnmfekbzfnwcfgwjlvrzEkybwdoAisFentfpab,4.230000
5,6,wzcagcxzapecnnFkchuAFuhyycufajowuclradcBkmxptqwwovyecwpyAawdtefAnBrbBvBBxBegviilvkCvmcCldvEscBBgkuBveCbhihfCqAitFenemlab,3.770000
5,6,wzcagcdzapAlmyFivDlyFdAoycuDwwcwucuradcBklBdmqwwosyekmpyoacdyexinqrbBvBBxBegeiifnFjbforpuzEAmjpgEjvjcibdibwDoAotzdDzfEab,3.550000
5,6,wzcagcozatFhyouiCiuiFnyBycexcueducDxmEuBnFxkaxDvsvywkxoyFFBAtegxnArbBvBBxBBgqxFlpyoBxkjbxbbmjmjlfkjEvvhFycawlemrchqitCab,6.030000
5,6,wzcagcozatFhyaBiCiuiFnyBycexcuequcDxmEqBnFDkaxDvsvywnxoyFFBAteCxnArbBvBBxBBgqDFlpyoBxkjtxbbmjmjlfkjEvvheycawlCfrccqitCab,6.020000
5,6,wzcagcDzatFsqAFtwdCyFmcoycppauoducCassqufADBqwotsAytpqkyxFavtiBvnqrbBvBBxBBgvdEvBeEfkwqFlujbrfffuvCelbeFquielDiuBqxebmab,6.030000
5,6,wzcagcDzatFsqAFmwdCyFmcoycppauAducuatBouAtBBqwvtAAywuqkyxFavtiBvnqrbBvBBxBBgvjcbBeExkwjzlsBcrfffnvEelbpFquiklaiuxbFFqBab,6.060000
5,6,wzcagcCzasFsqAFxwdCyFmcoycpsakoducCalBdfAtwBqqvosmywpqkyxFBvtoBvnqrbBvBBxBBgvraqBwEfgwotkoBcrhffovCejtpFqkiekaiuBbAFoBab,6.040000
5,6,wzcagcCzasFsqAFxwiCyFmcoycpsauoducCalBvfAtwBqqvosxywpqkgxFavtoBBnqrbBvBBxBBgvraqBeEfgwotkoBcrhfwovCestpFqkiekaiuBbAFfBab,4.320000
5,6,wzcagcszatFsvAFCwfByBacoycqpaufductaesqfAqBewBBfsxywlwkyxoavtABonqrbBvBBxBBgqdDjcexfkrjCtvBrhbflnrzewhpFlmaelCiuFbFFmpab,3.890000
5,6,wzcagcCzafmnluFCcAuyFdscycuenaoAudwDescnupuxuupnFfypwxayvFactfownxrbBvBBxBBgEgvuEtBihlmjombwFxeokhpruiEtEeteqcBhCehadaab,5.970000
5,6,wzcagcCzafcsluFCcAuyFdscycuenaoAudwDescnupuvuupdFfypwxayvFactfownxrbBvBBxBBgagvuEtBthlmjombwdxibkhprukEtEeteqcBpCehedaab,6.040000
5,6,wzcagcdzaicpefFycmAsByqoyvuemacoucowmeltqlfAvEwpFpmBafBkwFBAtoAwnqrbBvBBxBBgntdpCzEjxebkzDfpEuCmrCcffahzksrwalslofbivxab,3.830000
5,6,wzcagcdzaicpefFycBAsByqoyvuemacoucoBmDltqlfAvEwpFpmBafBkwFBAtoAwnqrbBvcBxBBgntdpCzEdxebkzDlpEuCirCcffghzksrtalslorbivyab,3.840000
5,6,wzcagcszaBlnAfFnchiyfvDoycueodBFucwtputBqpodcwdBFkBDcpllaFAAtdidnDrbBvBBxBBgatFzcbDyhiodCDffbmdpjzArowhDajozrlnoavBcmrab,5.990000
5,6,wzjagcnzakFCmfAvAmcypadwyculaFceucBFuwmdtxxfqkoFqoyecEBydFfvtqdonxrbBvBBxBBgtEEsszEwAucjngbAAvokFptbaxCnrfumqerrpjgBazar,6.040000
5,6,wwjagcczakFumAimAmryDBdwyculacceuclBqwtdAwxqqksFtoyecFcydFxvtidonDrbBvBBxBBgpzEfrfwEoCwjuqbAEvAcFagwzerngnumueighjgpDsaj,6.000000
5,6,wnjaicazwkFCocAeCmuyoadwyculaoaeucBBqsmdawxxqnoFmdywoFfywFdBtqdxnxrjBvBBxBBgprCkgFlkDbmfndjAAavbttttxmBnrvArCFrcgFialneu,0.000000
5,6,wzcagcvzasBBDlFqmDtyyFofycuerfaCuccfmFatvDmvmxnvuqlAmapxBFsateBcnDrbBvBBxBBgfCajExAxqeolkaDcEpFEAEkpkdAtsFxxhucyszmAhxab,6.100000
5,6,wzcagcczasBaClAqrDtAyFyfycuerfaCuccfmfatvtmayxnvuAlBmagxBFsateBcnDrbBvBBxBBgfCaBExAjqeolkarcEpFptEkpzzhjmFCDeuvgskmshxab,4.710000
5,6,wzcagcyzaslBonkopCnyFFdcycuEBDaducxamwmDmBtptlnvBvcaDapdBFsatvBiyDrgBvBBxBBgaCpxfEAaanxlwmvsijppkpbdjogElBEbFuwfhwmshgab,0.034483
5,6,wzcagcczaslBonkypCnyFFdcycufBDaducxamwmDmBtptlnvuvcaDipdBFsatvBinDrbBvBBxBBgaCpxEEAaanxlwmvsijppkpbdjrgElBEvFuhfhpmvhgab,4.400000
5,6,wzjagcszaworDyCiymdyFADBycuDoFdFucnAdxutslymmuplBwydwxpyBFwpteadnDrbBvBBxBBgddCpsbrgyuwxzokjgltvvopBduyezssDhiaiBxzdexab,5.890000
5,6,wzjagcszawvrDpkiymvyFDDBycuDfFdFucnAdxutsdktmdpwBpydcspyBFwBtmadnDrbBvBBxBBgqDCqibrdsuwpBBkhgltDxuqjdawAFesmhzaipxddesab,6.030000
5,6,wzjagcszakvralCiymByFDDBycuDeFfFucntdxumsdktmutpBwydcndyBFBBteDqnDrbBvBBxBBglDqCFbrsDuwmxoceyotgxuqBAawopygvhBbmzmzdesay,6.000000
5,6,wzjagcszakvrDpCiymcyFDvBycuDeFfFucntdxutodktmutpBwydcndyBFBBteDqnDrbBvBBxBBglDqCFbrssuwmxrceyotgxuqBAawApyqvhBbmzmidesay,6.030000
5,6,wzcagcxzawqADmCivmByFDxBycuDEFBFucaxBwutskunmfpkxxwtcnpxBqBqteiDnqrbBvBBxBBgxzqvFzweblwBgoDbsltkfznBovrAphnpibABjzhdriab,3.750000
5,6,wzcagcpzawivDnCkamxyFDaDycuDqdDFucDABdutstftmxekdxyvcnpBBFBdtetanDrbBvBBxBBgkzqvnbClmowDggDbsltvfzqBdaeApcsmiiBizlklgiab,4.340000
5,6,wzcagcCcfwaavArqroCfFtzBycububvyuceybqBcucteEfBBdvyefBByoaBBtBbEnBeuxvrBByBgpmxamvnpnujbxbqtrncnnFuBlnqgnpozEtvvuvAnheab,3.620000
5,6,wzcagcCcfDaavAraroCfFtzBycububvyuceuboBcucteEfBBdvyefBByoaBBtBbEnBeuxvrBByBgxmxamvgpnujbxbqtrncunouBlnqunpdzEpvvuvEnheab,3.640000
5,6,wzcagcCcfwaaverqroCfptzBycububvyuceyboBcucteEfBBdvypfBByoaBBtBbEnBeuxvrBByBgxmxamvnptujbxwdtrncunFuBlnqunpdzEpvvuvEnheab,2.700000
5,6,wzcagcCcfwaavArqroCfFtzBycububvyuceyboBcucteEfBqdvyFfBByoaBBtBbEnBeyxvrBByBgxmiamvnpnujbxbqorxcunjuBlnqunpAzqtvvuvEnieab,3.880000
5,6,wzcagcCcfwatvarqroCfFtzBycubdbvnuceyboBcucteEuBBmvyeFBByoaoBtBbEnBeuxvrBByBgxmiayinpnuybxbqtwnjunduBlvqpcpdzqvovuvEnieab,3.010000
5,6,wzcagcpcfxdDvzcrjrffFazBycubdbvDucebbBBnudleEDBfnvyeiBBykaBBtBBEnBevxvrBbyBgaDCxzkpxcusanhcgwdEbfwqhjnkpczCCltvflwcnbbab,3.850000
5,6,wzcagcApfxbrunaqcloDvizyycubdbvDucebnBbBuqteEuBfBvyeyBByxBBBtqBbbEeExvBBnrBgstcsdtCxyBhAvirtqnAEmcuatEeprDxAezlrBwrBvBab,3.900000
5,6,wzcagcApfxbrunaqcloDvizyycubdbvDucebaBbBuqteEeBBBvyeyBByxBBBtqBbbEeExvBBnrBgstdsdtCxyfxAvirtqnAEmcuatEeprDxAezlrBwrBvBab,3.800000
5,6,wzcagcuzapDlukqcvliyFpAyycufaEqwucuradcBkDxptqwmotyecwpyFawdteBinirbBvpoxBegvrqenyCBmECCkEEAcFhgojBtrzykibjdeAiskentfpab,3.730000
5,6,wzcagcuzapDlukqcvluyFpAyycufaoowucuraccBkDxptqwmotyecwpyFawdteBinirbBvpoxBegvrqenyCBmECCkEEAcFhgojBtrzbkibwdeAiskentfpab,3.840000
5,6,wzcagcuzapDlukqcvluyFpAyycufaoowucuradcBkDxptqwmotyecwpyFawdteBinirbBvpoxBegvrqenyCBmEzCkEEqcFhgojBBrzbkibwdeAiskentfpab,3.730000
5,6,wzcagcDzapecnkFkchuAEdAyycyfBjowuclradcBkmxptqwwovyecwpyAawdtefAnBrbBvBBxBegviilfkCBmvCrdvEslFogkuBveCbeibfCqAicFeneflab,0.000000
5,6,wzcagcxzapecnkFkceuAFAhyycufajowuclradcBkmxptqwwovyecwvyAawdtefAnBrbBvBBxBegviilfkaBmcCldvEscBogkuBveCbhibfCqAitFeneklab,3.760000
5,6,wzcagcdzapAlmyFivDlyFdAoycufDccwucuradcqklBdmqwwovyekmpyoacdtexinqrbBvBBxBegeiifnFjdffrnusEAmjpgEjvjcibdibwwoAztzenzfEab,3.860000
5,6,wzcagcDzatFsqaFtwdCyFmcoycppauoducCassquAADBqwvtsAytpqfyxFavtABvnqrbBvBBxBBgudEvBzEfkcjildjprfffovCalbeFquielDluBqfebzab,6.020000
5,6,wzcagcDzatFsqAFtidCyFmcoycppauoducCassquAADBqwutsAytpqkyxFavtiBvnqrbBvBBxBugvdEvBeEfkwtilujbrfffovhelbeFquiejDicBqfebmab,6.020000
5,6,wzcagcDzatFsqAFtwdCyFmcoycppauoducCassqufADBqwotsAytoqkyxFavtiBvnqrbBvBBhBBgvdEvBeEfkwqFlujbrfffuvCelbeFquielDiuBqxebmab,0.000000
5,6,wzcagcszatFsvAuCwfByBacoycqpaufducjaesqfAqBewBBfsxywlwkyxFavtABonFrbdvBBxBBgqdDjcexfkrjCtvBrhbflnokewhpFlmkelCluFbFFhpab,0.000000
5,6,wzcagcszatFsvAuCwfByBacoycqpaufduceaesqfAqBewBBfsxywlwkyxFavtABonFrbdvBBxBBgqdDjcexfkrjCtvBrhbflnokewhpFlmkelCiuFbFFhpab,4.350000
5,6,wzcagcszatFnvAFCwfByFaAoycqpaufductaesqfAqkBwuBfsxywlwkyxFovtABonqrbBvBBxBegqdfjoexfkdjCtlBthjflnozenhwFlmaeleiuFbFFhBab,6.010000
5,6,wzcagctzamiclaFkcAAyFxccycuokpfAucqqescpufwvuwtlFfymsxwyffqDtwownxrbBvBBxBBgAjhfmDFeitbvenFybiiwkycrBkdkBtnhccmkalyhkaab,4.370000
5,6,wzcagctzamiclfFkcAAyFxDcycuokpfAucDqescpufwvuwtdFfymsxwyfFqDtfownxrbBvBBxBBgjuhfdDFeytuFenBwdiiakygrBkdkieqhccmdalyhkaab,6.000000
5,6,wzcagcozafmnluFCcAuyFdscocuenAoAudwDescnupuvuupdFfypmxayvFactfownxrbBvBBxBugEgvujtBihlmjombwdxeokhprukEtEeteqcBhDehedaab,5.810000
5,6,wzcagcszaBlnAfFnchdyfvDoycueodBFucwtputyqpodcwdBFkBDcpllaFAAtdidnDrbBvBBxBBgatFzcbjuhitqCDffamdpBzAbowhDuwozrlnoavBcmrab,5.940000
5,6,wnjagcazakFuocAeCmuyoadwyculaoaeucBBqsmdawxxqnoFmAyvoFfywFdBtDdxnxrbBvBBxBBgprCkgFlkjbufndjAAavbttttxmBnrvArCFicgFielneu,5.950000
5,6,wjjagcazakFCocACnmuyoadwyculaoaeucBvusmdawxxqnoFmAyvoFfywFcBtqdinxrbBvBBxBBgoyCpgFFklhmfndzyAtybttttxitnreAlqbrcFEiFwwau,6.020000
5,6,wzjagcmzaoemoAkAfvoyFBdqyhumaqqeucBAtoaxlvDmvpApekyvlntyBFcBtDdanxrbBvBBxBBgyvfszilEvsuDywtyAwekprCwAnpuvDtnhesguysvtcAu,3.770000
5,6,wzjagcmzaoemoAkAfvoyFBdqycumaqqeucBAtoaxlvDmvpAprkyvBntyBFcBtDdanxrbBvBBxBBgyvfszilEvszDywtyAwekprCwAnpuvDtnhesguysvtcAu,3.720000
5,6,wzcagcczasBaClAqrDtAyFyfycuerfaCuccfmfatvtmayxnvuAlAmapxBFsateBcnDrbBvBBxBBgfCaBExAjqeolkarcEpFptEkpzohjmFCDeuvgskmshxab,3.930000
5,6,wojagcczastaCnkcpCnyFFCcycueoDvduccamwmlmFmpflndwvtfDapxBasatvBDnDrbBvBBxBBgaCnxEAAiaaxfwmvCpjErApbdjogElBEdFecykwbshxvv,4.400000
5,6,wzjagcczasBaCnkepCnyFymcycdeBDvduccamwFlmFApffnBuvsfDapxdFsatvBDnDrbBvBBxBBgaCpwEAqiaDilwmfCpjEpAsbdzogvlBEiFEcykwmshxvD,6.030000
5,6,wzcagcyzaslBonkopCnyFFdcyczEBDaducxamwmDmBtptlnvBvcaDapdBFsatvBinDrbBvBBxBBgaCpxfEAaanxlwmvsijppkpbdjogElBEvFuwfhBmshgab,2.590000
5,6,wfjagcszakvrDpCiAmByFwDBycuDeFfFucntdmutsdktmutwBwydcnpBBFBBteDqnDrbBvBBxBBglDqCsbrssuwqxoceyoygxuoBdawcpygnhBbmzmzdesay,6.030000
5,6,wzcagcpniwzlmwnDwdDkFyzBycufFFvqucBadkBaelABBBBfpvyasBbyBBBBtBnandrBBvyBxBBgBovEmpByuDxxwuCmckmkcDmFybqmBAkdbeinByeyCgab,3.670000
5,6,wzcagcpudyzhbwthnfDyFyzBycufFFvAucBadBBaerpBBaBfpvyasBbyBBwBtBBBndrBBvyBxBBgDwrEFbBBuxxyalancemkrnqoybqbnepdbtieyjeytqab,3.610000
5,6,wzcagcpyfxdDvicrjrffFazBycubdbvDucegbBBxuBleEDBfnvyeiBBykaBBtBBEnBexxvrBbyBgaDCxskpxvusaphhgadCbAwqojnkFxzCCjtvfawcCbbab,3.840000
5,6,wzcagcApfxbrvuaBploDuizyycubdbvDucebnBDluqteEuBmBvyeyBByxBBdtDBboEeExvBBnrBgstcudDyxhBhAclrtcnAwmcuctDFwgDflozcnBwtBhBab,3.990000
5,6,wAjagctimmeBvDaqkqievDzyycubdbvDucFwxBxyuBtnEmBwmvyeiuBkmBBBFDBbcEeEqvBeqyBgDtkadDBuFBjqwdvgzqcFaeAkrExmEjwAcuinllDfecxy,3.980000
5,6,wAjagctimmeBvDaqkqievDzyycubdbvDucFwxBxyuBtnEmBwmvyeiuBkmBBBFDBbcEeEqvBeqyBgDtkadDBuFBjzwdvgzqcFaeAkrExmEjwAcuinllDfecxh,3.980000
5,6,wzcagclowxervqaqkrievuzyycubdcvDucFolBxxEBtAEmbwmvyeiuBkyBByFmBbcEeExvBeqyBgitkedxBunBmwxdhkzcEyavbkjwxmxseqcjBnpwphpCab,2.760000
5,6,wzcagclowxervqnqkpievuzyycuadcvvucFoqBxmEBtAEmkwmvyeiuBkyBByFDBbcEeExvBeqyBgipkedxBunBhtxdhkzcEyavbkjwxmxsBqcjFnpwphpCab,2.780000
5,6,wzcagcluwxervqaqkoievuzyycubdcvvucBolBxmEBtAEmzwmvyeiuBkyBByFDBbcEeFxvBeqyBgipkeddBunBmwxdhkzcEyavbkwwxmAseqcsanpwphpCab,0.000000
5,6,wzcagcxzapelukFkvhuyFdryycufajowucAradcBkDxptvcwovyecwggAawdteCinBrbBvBBxBegvfilvFCAmfCFvrEFcFogEwBvkCbkibfvyAiecencflab,4.800000
5,6,wzcagcdzapAlmyFivDlyFdAoycuDwwcwucuradcBklBdmqwwosyekmpyoacdtexinqrbBvBBxBegeiifnFjbforpuzEAmjpgEjvjcEbdibwDoAotzeDzfEab,3.740000
5,6,wzcagcozatFiifuwBiFdFCyoycqxDueEucfatkmBnxFuauDfsnywpxnyAFEcteBvnqrbBvBBxBBgBxolzirBejkAFCkwwiqcEpBedtDpbvnzovcAlwxfbuab,4.330000
5,6,wzcagcDzatFsqaFtwdCyFDcoycpnauoducCassquAADBqwvtsAytAqfyxlavtABvnqrbBvBBxBBgvdBvveEfkwjijCjbrfffovCelbeFquielrluBqfebzab,4.340000
5,6,wzcagcpzaBFkmkiocDuywmcyycqfduewucCaApfBlsaacowwnmyBswkyfFxtteavnwrbBvBBxBBgABylbvDFtBjBpzwyAAfBmgppwxwoahmchpoClyzpbjab,3.460000
5,6,wzcagctzamiclaFkcAAyFxccycuokpfAucDqescpufwvuwtdFfymsxwyfFqDtwownxrbBvBBxBBgAjhfmDFeitbvenFoeiiwkycrBkdkBtnhccmkalyhkaab,6.000000
5,6,wzcagctzamiclDFkcAAyFxDvycuokpfAucfqescpufwvuwtdFfymsxcyfFpatfownxrbBvBBxBBgtuhfmDFertuFenBwdEiakyErBkdkieqhccodalyhkaab,6.030000
5,6,wzcagcdzaicpefFycmAsByqoyvuemacoucowmeltqlfAvEwpFpmBafBkwFBAtoAwnqrbBvBBxBBgnthpCzEjxebkzDfpEuCmrCcffahzksrwalslofbivxab,3.830000
5,6,wzjagcnzakFCmfAvAmcypadwyculaFceucBFuwmdAxxfqkoFqoyecEBydFfvtqdonxrbBvBBxBBgtEEsszEwAucjngbAAvokFptbaxCnrfumqerspjgBazar,6.040000
5,6,wzjagcnzakrCmAAvAmyyDadwyculaFceucBFtwmdAxxsqkoFqfyecEBydFFvtqdfnxrbBvBBxBBgtEEsszEwAuvjngbAAvokFgtbazynrfEmqergpjgBaDak,5.970000
5,6,wsjagcxzakFnmvEmAmAyDBdarculaccoucsftwldAwxmqksFtoyAqeBydFxqtqdonDrbBvBBxBBgpkEfrfwEobqjuqbAAvvktetwaerngnumqdizhjipDwdj,3.760000
5,6,wzjagcazakFCocACnmuyoadwyculaoaeucBausmdawxxqtoFmAyvoFfywFcBtqdxnxrbBvBBxBBgnrCkgFFkDbmfndzoAnvbttitxaBuBvArqFrcFEirwpav,5.990000
5,6,wzjagcmzareiAAeAyvvyFBdqycumaqxeucxAtoaxdvDmvpkpsnyvBstyBFcBtDdanxrbBvBBxBBgyffsrikEvwzDywEytwekpmCwAopuvCjnAepguDsvtcsu,3.950000
5,6,wojagcczastyCnkcpCnyFFocycueBDvducctmwdlmFmpflnBuvtfDBpxBFsatvfDnDrbBvBBxBBgaCpxEAAiaaxlwmvCpjkeupbojogEgBFiFucykwmshxvv,6.060000
5,6,wojagcczastyCnkcpCnyFFCcycueBDvduccdmfmlmFmpflddwvtfDapxBFsatvBDnDrbBvBBxBBgaCpxEAAiaaxiwmvCpjErApbdjogEeBEdFecykwxshxvv,6.010000
5,6,wzjagcszakvrxpCiyxByfDDBycuDeFfFucntdxutsdctmutpBwydcndyBFBvteDqnvrbBvBBxBBglDqCFbrssuwmxoceyotgxuqBAawAprgkhBbmzmzdesay,4.460000
5,6,wzcagcpzawxcDnCwqrCyFiqByceDrFdFucnAesutskutmvpkxxyvanpBEFBBteganDrbBvBBxBBgvzqvEqweFtwggEDbslrvAzqBuaeApesmgiBiAzkwhAab,4.370000
5,6,wzcagcpyiBzlbwnhndtyFyzBycufFFvqucBadBBaeEABBBBowvyEsBbyBBBBtBnandrBBvyBxBBgBoqEmpBpqDxdajCmcsmkcDmaEbqaiikdbhinyyeyxzab,3.580000
5,6,wzcagcpxdyzhbwthnfDyFyzBycufFFvAucBadBBaeunBBBBfpvyasBbyBBwBtBBBndrBBvyBxBBgDwrEebBCuxcqaymrcemkgnpClBqsnefdDeivyjeydqab,3.530000
5,6,wzcagcCcfwaavArqroCfFtzBycububvyuceyboBcucteEfBBdvyFfBByoaBBtBbEnBeyxvrBByBgxmiamvnpnujbxbqorxcunjuBlnqunpAzqtvvuvEnieab,3.850000
5,6,wzcagcApfxbrunaqcloDvizyycubdbvDucebaBbBuqteEeBfBvyeyBByxBBBtqBbbEeExvBBnrBgstdsdtCxyfxAvirtqnAEmcsatEeprDxvezlrBwrBvBab,3.800000
5,6,wzcagclowxervqnqkpievuzyycubdcvvucFoqBxmEBtAEmkwmvyeiuBkyBByFDBbcEeExvBeqyBgipkedxBunBhwxdhkzcEyavbkjwxmxsBqcjFnpwphpCab,2.610000
5,6,wzcagcczarelukFAvpuyFdAyycuffoowucutadkBkDxptqwwotyecwzyfawdtejinirbBvpwxBEgvrienyCnmfCkiEgnwFfgwjBvrzEkybwdocisFentfpab,0.000000
5,6,wzcagcxzapecnkFkchukFdAyycufajowuclradcBkmxptqwwovyqcwpyAawdtefAnBrbBvBBxBegviilfkCBmcCldvEjcFogkuyveCbejbfCqAitFeneflab,3.810000
5,6,wzcagcdzapAlmyFivDlyFdAoycuDwwcwucuradcBklBdmqwwosyekmpyoaqdyexinqrbBvBBxBegeiifnFjbforpuzEAmjpgEjvjcibdibwDoAotzdDzfoab,3.550000
5,6,wzcagcdzahAlmpFivDlyFdAoycufDccwucuradcBklBdmqwwovyekcpyoacdteyinqrbBvBBxBegniifnFjdffkruzEEcjpnFjCjcibdiFFfgAltzqnzfEab,3.800000
5,6,wzcagcdzahAlmpFivDlyFdAoycufDccwucuxadcBklBdmqwwovyekcpyoacdteyinqrbBvBBxBegniifnFjdffkruzEEcjpnFjCjcibdiFFfgAltzqnzfEab,3.760000
5,6,wzcagcozatFmifuwBiFdFCyoycqxDueEucfatkmBnxFuauDfsnywpxnyAfEcteBFnqrbBvBBxBBgBxolzirBejkAFCqwwiqcEpBedtDpbvnzovcAlwxfbuab,4.330000
5,6,wzcagcDzatFsqaFtwdCyFDcoycpnauoducCausquAADBqwvtsAytAqfyxlavtABvnqrbbvBBxBBgvdBvveEfkwjijCjbrfffovCelbeFquielDluBqfebzab,4.350000
5,6,wzcagcDzatFsqaFtwdCyFmcoycppauoducCassquAADBqwvtsAytpqfyxFavtABvnqrbBvBBxBBgvdEvBeEfkwjildjbrfffovCeAbeFqjielDluBqfebzab,6.020000
5,6,wzcagcDzatFsqAFtwdCyFmcoycppazoducCassqufADBqwotsAFtpqkyxFavtiBvnqrbBvBBxBBgvdEvBeEfkwqFlujbrfffuvCelbeFquielDiuBqxebmab,2.440000
5,6,wzcagcDzatFsqAFtwdCyFmcoycppauAducuasBouAtBBqwvtAAywuxxyxFavtiBvnqrbBvBBxBBgvjfqBeExkwjzlsBcrfffnvEelbpFquiklamuxbzFqDab,6.060000
5,6,wzcagcCzasFsqAFxwiCyFmcoycpsauoducCalBvfAtwBqCvosxywpqkyxFavtoBBnqrbBvBBxBBgvraqBeEfgwotkoBcrhfwovCestpFEkiekaiuCbAFfBab,5.870000
5,6,wzcagcDzasFsqAFxwdCyFmcoycpsauoducCalBdfAtwBqqvosxywpqfyxFavtoBxnqrbBvBBxBBgvoaqBeEfgwftkohcrhffovCcjbpFqkielxiuBbFFoBab,6.030000
5,6,wzcagcDzasdsqDFxwdcyFmcotctsauoxucCalsqfAtemBqvosxywpqkyxFavtiBBnqrbBvBBxBBgvduqdeErDwCtcsBcrhffrvCexbpBqfbelawEBbneoBab,4.020000
5,6,wzcagcpzamFumkirFDCyDmcEycqfFuewucfaApfBlslacowwnnyBswkyfFxFtwfvnwrbBvBBxBBgABylyxEztrjBbvwiAAeBmgpeFxwoahmczpoalyFpbuab,5.940000
5,6,wzcagcqzamFqmkirFcyyDmcEycqxduewucfaApfBlslacowwnnyBswkyfFxFtwfvnwrbBvBBxBBgABylCxEztrjBpiCvAAfBdgkeFxwdahmczpoatyFpbjab,4.310000
5,6,wzckgctzamiclaFkcAAyFxciycuokpfAucDqescpufwvuwtdFfymsxwyfFqDtwownxrbBvBBxBBgAjhfmDFeitpvenFowiiwkycrBkdkBtnhccmkalyhkaab,0.000000
5,6,wzcagcdzairfeuFyceAnlyDooDuemaAouctBlaltqlwDAkwpFnmdadFkDFxqtowwnqrbBvBBxBBgntDBCzeCbeoqzxfkirdhrycttfgmgxwxEmdxlobDvyab,5.960000
5,6,wzcagcszaBlnkfFnchiyivDoycueodBFucwtputyqpodcwdBFkBDcplllFAAtdidnDrbBvBBxBBgatFzcbjuhioqCDffbmdmjzArowhDajozrlnoavBcmrab,5.930000
5,6,wzcagcszaBlnkfFnchiyivDoycleodBFucwtputyqpodcwdBFkBDcplllFAAtdidnDrbBvBBxBBgatFzcbjuhioqCDffbmdmjzArowhDajozrxnoavBcmrab,5.700000
5,6,wyjagcnzakFCmAAvAmsyDadwyculaFxeucBFDwadcxxfqkoFqoyecEBydFfvtpdonxrbBvBBxBBgtEEsozEwAucjngbAAvoAFptbaeCnrfumqenrpjgBazar,5.550000
5,6,wzuagcnzakFCmfAvAmcyDadwyculaFceucBFuwmdAxxfqkoFqoyecEBydFfatqdonxrbBvBBxBBgtEEsszEwAucrngbAAvokFptbaeCnrfumqerrpjgBazar,0.000000
5,6,wzjagcmzaoemoAkAfvoyFBdqycumaqqeucBAtoaxlvDmvpApekyvBntyBFcBtDdanxrbBvBBxBBgyufszilEvszDywtyAwekprCwAnpuvDtnhedguysvtcAu,4.010000
5,6,wzjagcmzaoemoAkAfvvyFBdqycumaqqeucBAtoaAdvDmvpApekuvBntyBFcBtDdanxrbBvBBxBBgyvfszilEvszDywtyAwekDrCwAnpuvDtnhesguysvtctu,4.060000
5,6,wojagcczastrCnkcpCnyFFCcycueoDvduccamwmlmFmpflndwvtfDapxBFsDtvBDnDrbBvBBxBBgaCnxEAAiaaxlwmvCgjErApbdjogEaBEdFecekwxshxvv,5.440000
