init_genome,repl,update,evolved_genome,scf,merit,mum
wujagcoeswyDJHmlddytEsckyuujpcuiqrDbfGbdkBELybtCaGKbBBBvvBpjLBBkLvynysGrJGBueBBjLwpdvwAFsurtpfBBEBdBBEBBlBeDBECzvvvvxgex,3,0,wujagcoeswyDJHmlddytEsckyuujpcuiqrDbfGbdkBELybtCaGKbBBBvvBpjLBBkLvynysGrJGBueBBjLwpdvwAFsurtpfBBEBdBBEBBlBeDBECIoKfpcrkb,0.000000,120.000000,0.000000
wujagcoeswyDJHmlddytEsckyuujpcuiqrDbfGbdkBELybtCaGKbBBBvvBpjLBBkLvynysGrJGBueBBjLwpdvwAFsurtpfBBEBdBBEBBlBeDBECzvvvvxgex,4,0,wujagcoeswyDJHmlddytEsckyuujpcuiqrDbfGbdkBELybtCaGKbBBBvvBpjLBBkLvynysGrJGBueBBjLwpdvwAFsurtpfBBEBdBBEBBlBeDBECIoKfpcrkb,0.000000,120.000000,0.000000
wAjagcIscnDezbuIJqfyFFryuAufdbucJoywBeHcIbDFtAdIyyscfIeqerwwDDsykmFafpJwGnqGeetcBmfBBBBsBlpBBoiklBwBBnBlCqlkkAmzvvvvxgBA,0,0,wAjagcIscnDezbuIJqfyFFryuAufdbucJoywBeHcIbDFtAdIyyscfIeqerwwDDsykmFafpJwGnqGeetcBmfBBBBsBlpBBoiklBwBBnBlCqlkkAmIoKfpcrkb,0.000000,120.000000,0.000000
wAjagcIscnDezbuIJqfyFFryuAufdbucJoywBeHcIbDFtAdIyyscfIeqerwwDDsykmFafpJwGnqGeetcBmfBBBBsBlpBBoiklBwBBnBlCqlkkAmzvvvvxgBA,1,0,wAjagcIscnDezbuIJqfyFFryuAufdbucJoywBeHcIbDFtAdIyyscfIeqerwwDDsykmFafpJwGnqGeetcBmfBBBBsBlpBBoiklBwBBnBlCqlkkAmIoKfpcrkb,0.000000,120.000000,0.000000
wAjagcIscnDezbuIJqfyFFryuAufdbucJoywBeHcIbDFtAdIyyscfIeqerwwDDsykmFafpJwGnqGeetcBmfBBBBsBlpBBoiklBwBBnBlCqlkkAmzvvvvxgBA,2,0,wAjagcIscnDezbuIJqfyFFryuAufdbucJoywBeHcIbDFtAdIyyscfIeqerwwDDsykmFafpJwGnqGeetcBmfBBBBsBlpBBoiklBwBBnBlCqlkkAmIoKfpcrkb,0.000000,120.000000,0.000000
wAjagcIscnDezbuIJqfyFFryuAufdbucJoywBeHcIbDFtAdIyyscfIeqerwwDDsykmFafpJwGnqGeetcBmfBBBBsBlpBBoiklBwBBnBlCqlkkAmzvvvvxgBA,3,0,wAjagcIscnDezbuIJqfyFFryuAufdbucJoywBeHcIbDFtAdIyyscfIeqerwwDDsykmFafpJwGnqGeetcBmfBBBBsBlpBBoiklBwBBnBlCqlkkAmIoKfpcrkb,0.000000,120.000000,0.000000
wAjagcIscnDezbuIJqfyFFryuAufdbucJoywBeHcIbDFtAdIyyscfIeqerwwDDsykmFafpJwGnqGeetcBmfBBBBsBlpBBoiklBwBBnBlCqlkkAmzvvvvxgBA,4,0,wAjagcIscnDezbuIJqfyFFryuAufdbucJoywBeHcIbDFtAdIyyscfIeqerwwDDsykmFafpJwGnqGeetcBmfBBBBsBlpBBoiklBwBBnBlCqlkkAmIoKfpcrkb,0.000000,120.000000,0.000000
wzcaIpuKLpcCBIGyknmsppxyycufJrugcABsKxfBvbdtCcvEdrspnEtuGwkmmvLvJcnExIImKsKfiAjcjAyyEqJtcGBFsBBBBBGByBBBxEBAmBczvvvvxgab,0,0,wzcaIpuKLpcCBIGyknmsppxyycufJrugcABsKxfBvbdtCcvEdrspnEtuGwkmmvLvJcnExIImKsKfiAjcjAyyEqJtcGBFsBBBBBGByBBBxEBAmBcIoKfpcrkb,0.000000,120.000000,0.000000
wzcaIpuKLpcCBIGyknmsppxyycufJrugcABsKxfBvbdtCcvEdrspnEtuGwkmmvLvJcnExIImKsKfiAjcjAyyEqJtcGBFsBBBBBGByBBBxEBAmBczvvvvxgab,1,0,wzcaIpuKLpcCBIGyknmsppxyycufJrugcABsKxfBvbdtCcvEdrspnEtuGwkmmvLvJcnExIImKsKfiAjcjAyyEqJtcGBFsBBBBBGByBBBxEBAmBcIoKfpcrkb,0.000000,120.000000,0.000000
wzcaIpuKLpcCBIGyknmsppxyycufJrugcABsKxfBvbdtCcvEdrspnEtuGwkmmvLvJcnExIImKsKfiAjcjAyyEqJtcGBFsBBBBBGByBBBxEBAmBczvvvvxgab,2,0,wzcaIpuKLpcCBIGyknmsppxyycufJrugcABsKxfBvbdtCcvEdrspnEtuGwkmmvLvJcnExIImKsKfiAjcjAyyEqJtcGBFsBBBBBGByBBBxEBAmBcIoKfpcrkb,0.000000,120.000000,0.000000
wzcaIpuKLpcCBIGyknmsppxyycufJrugcABsKxfBvbdtCcvEdrspnEtuGwkmmvLvJcnExIImKsKfiAjcjAyyEqJtcGBFsBBBBBGByBBBxEBAmBczvvvvxgab,3,0,wzcaIpuKLpcCBIGyknmsppxyycufJrugcABsKxfBvbdtCcvEdrspnEtuGwkmmvLvJcnExIImKsKfiAjcjAyyEqJtcGBFsBBBBBGByBBBxEBAmBcIoKfpcrkb,0.000000,120.000000,0.000000
wzcaIpuKLpcCBIGyknmsppxyycufJrugcABsKxfBvbdtCcvEdrspnEtuGwkmmvLvJcnExIImKsKfiAjcjAyyEqJtcGBFsBBBBBGByBBBxEBAmBczvvvvxgab,4,0,wzcaIpuKLpcCBIGyknmsppxyycufJrugcABsKxfBvbdtCcvEdrspnEtuGwkmmvLvJcnExIImKsKfiAjcjAyyEqJtcGBFsBBBBBGByBBBxEBAmBcIoKfpcrkb,0.000000,120.000000,0.000000
wzcagcycpLAecqEpDnqGfyKFycuDEGuLIorkGAypIucaBBylaBwjBBbGLjsrbABprwsujAaGbrbByBJBnBsbtBEwrrGBAAmBLBlBoEdnfsBBzbezvvvvxgab,0,0,wzcagcycpLAecqEpDnqGfyKFycuDEGuLIorkGAypIucaBBylaBwjBBbGLjsrbABprwsujAaGbrbByBJBnBsbtBEwrrGBAAmBLBlBoEdnfsBBzbeIoKfpcrkb,0.000000,120.000000,0.000000
wzcagcycpLAecqEpDnqGfyKFycuDEGuLIorkGAypIucaBBylaBwjBBbGLjsrbABprwsujAaGbrbByBJBnBsbtBEwrrGBAAmBLBlBoEdnfsBBzbezvvvvxgab,1,0,wzcagcycpLAecqEpDnqGfyKFycuDEGuLIorkGAypIucaBBylaBwjBBbGLjsrbABprwsujAaGbrbByBJBnBsbtBEwrrGBAAmBLBlBoEdnfsBBzbeIoKfpcrkb,0.000000,120.000000,0.000000
wzcagcycpLAecqEpDnqGfyKFycuDEGuLIorkGAypIucaBBylaBwjBBbGLjsrbABprwsujAaGbrbByBJBnBsbtBEwrrGBAAmBLBlBoEdnfsBBzbezvvvvxgab,2,0,wzcagcycpLAecqEpDnqGfyKFycuDEGuLIorkGAypIucaBBylaBwjBBbGLjsrbABprwsujAaGbrbByBJBnBsbtBEwrrGBAAmBLBlBoEdnfsBBzbeIoKfpcrkb,0.000000,120.000000,0.000000
wzcagcycpLAecqEpDnqGfyKFycuDEGuLIorkGAypIucaBBylaBwjBBbGLjsrbABprwsujAaGbrbByBJBnBsbtBEwrrGBAAmBLBlBoEdnfsBBzbezvvvvxgab,3,0,wzcagcycpLAecqEpDnqGfyKFycuDEGuLIorkGAypIucaBBylaBwjBBbGLjsrbABprwsujAaGbrbByBJBnBsbtBEwrrGBAAmBLBlBoEdnfsBBzbeIoKfpcrkb,0.000000,120.000000,0.000000
wzcagcycpLAecqEpDnqGfyKFycuDEGuLIorkGAypIucaBBylaBwjBBbGLjsrbABprwsujAaGbrbByBJBnBsbtBEwrrGBAAmBLBlBoEdnfsBBzbezvvvvxgab,4,0,wzcagcycpLAecqEpDnqGfyKFycuDEGuLIorkGAypIucaBBylaBwjBBbGLjsrbABprwsujAaGbrbByBJBnBsbtBEwrrGBAAmBLBlBoEdnfsBBzbeIoKfpcrkb,0.000000,120.000000,0.000000
wzcaGeGecsooHiKlJBkHtGmyycuxerugceLbGAJBvdBtqjvEfrwxBEoLBjfsnvevKrEEqAfsGqnwDaalEAyyDxGtcBuFBBBBlsjBBBJpwBBuBDBzvvvvxgab,0,0,wzcaGeGecsooHiKlJBkHtGmyycuxerugceLbGAJBvdBtqjvEfrwxBEoLBjfsnvevKrEEqAfsGqnwDaalEAyyDxGtcBuFBBBBlsjBBBJpwBBuBDBIoKfpcrkb,0.000000,120.000000,0.000000
wzcaGeGecsooHiKlJBkHtGmyycuxerugceLbGAJBvdBtqjvEfrwxBEoLBjfsnvevKrEEqAfsGqnwDaalEAyyDxGtcBuFBBBBlsjBBBJpwBBuBDBzvvvvxgab,1,0,wzcaGeGecsooHiKlJBkHtGmyycuxerugceLbGAJBvdBtqjvEfrwxBEoLBjfsnvevKrEEqAfsGqnwDaalEAyyDxGtcBuFBBBBlsjBBBJpwBBuBDBIoKfpcrkb,0.000000,120.000000,0.000000
wzcaGeGecsooHiKlJBkHtGmyycuxerugceLbGAJBvdBtqjvEfrwxBEoLBjfsnvevKrEEqAfsGqnwDaalEAyyDxGtcBuFBBBBlsjBBBJpwBBuBDBzvvvvxgab,2,0,wzcaGeGecsooHiKlJBkHtGmyycuxerugceLbGAJBvdBtqjvEfrwxBEoLBjfsnvevKrEEqAfsGqnwDaalEAyyDxGtcBuFBBBBlsjBBBJpwBBuBDBIoKfpcrkb,0.000000,120.000000,0.000000
wzcaGeGecsooHiKlJBkHtGmyycuxerugceLbGAJBvdBtqjvEfrwxBEoLBjfsnvevKrEEqAfsGqnwDaalEAyyDxGtcBuFBBBBlsjBBBJpwBBuBDBzvvvvxgab,3,0,wzcaGeGecsooHiKlJBkHtGmyycuxerugceLbGAJBvdBtqjvEfrwxBEoLBjfsnvevKrEEqAfsGqnwDaalEAyyDxGtcBuFBBBBlsjBBBJpwBBuBDBIoKfpcrkb,0.000000,120.000000,0.000000
wzcaGeGecsooHiKlJBkHtGmyycuxerugceLbGAJBvdBtqjvEfrwxBEoLBjfsnvevKrEEqAfsGqnwDaalEAyyDxGtcBuFBBBBlsjBBBJpwBBuBDBzvvvvxgab,4,0,wzcaGeGecsooHiKlJBkHtGmyycuxerugceLbGAJBvdBtqjvEfrwxBEoLBjfsnvevKrEEqAfsGqnwDaalEAyyDxGtcBuFBBBBlsjBBBJpwBBuBDBIoKfpcrkb,0.000000,120.000000,0.000000
wzcagcqkaFlywozmLsayuAbAbFFbkkydycptmjJlKxEpaDpjlbBsbbFIoKerfdddIyAuJuoyeserLmGJazwtpcBtBqBnArBBBBpBBBbqBFBBBBszvvvvxgab,0,0,wzcagcqkaFlywozmLsayuAbAbFFbkkydycptmjJlKxEpaDpjlbBsbbFIoKerfdddIyAuJuoyeserLmGJazwtpcBtBqBnArBBBBpBBBbqBFBBBBsIoKfpcrkb,0.000000,120.000000,0.000000
wzcagcqkaFlywozmLsayuAbAbFFbkkydycptmjJlKxEpaDpjlbBsbbFIoKerfdddIyAuJuoyeserLmGJazwtpcBtBqBnArBBBBpBBBbqBFBBBBszvvvvxgab,1,0,wzcagcqkaFlywozmLsayuAbAbFFbkkydycptmjJlKxEpaDpjlbBsbbFIoKerfdddIyAuJuoyeserLmGJazwtpcBtBqBnArBBBBpBBBbqBFBBBBsIoKfpcrkb,0.000000,120.000000,0.000000
wzcagcqkaFlywozmLsayuAbAbFFbkkydycptmjJlKxEpaDpjlbBsbbFIoKerfdddIyAuJuoyeserLmGJazwtpcBtBqBnArBBBBpBBBbqBFBBBBszvvvvxgab,2,0,wzcagcqkaFlywozmLsayuAbAbFFbkkydycptmjJlKxEpaDpjlbBsbbFIoKerfdddIyAuJuoyeserLmGJazwtpcBtBqBnArBBBBpBBBbqBFBBBBsIoKfpcrkb,0.000000,120.000000,0.000000
wzcagcqkaFlywozmLsayuAbAbFFbkkydycptmjJlKxEpaDpjlbBsbbFIoKerfdddIyAuJuoyeserLmGJazwtpcBtBqBnArBBBBpBBBbqBFBBBBszvvvvxgab,3,0,wzcagcqkaFlywozmLsayuAbAbFFbkkydycptmjJlKxEpaDpjlbBsbbFIoKerfdddIyAuJuoyeserLmGJazwtpcBtBqBnArBBBBpBBBbqBFBBBBsIoKfpcrkb,0.000000,120.000000,0.000000
wzcagcqkaFlywozmLsayuAbAbFFbkkydycptmjJlKxEpaDpjlbBsbbFIoKerfdddIyAuJuoyeserLmGJazwtpcBtBqBnArBBBBpBBBbqBFBBBBszvvvvxgab,4,0,wzcagcqkaFlywozmLsayuAbAbFFbkkydycptmjJlKxEpaDpjlbBsbbFIoKerfdddIyAuJuoyeserLmGJazwtpcBtBqBnArBBBBpBBBbqBFBBBBsIoKfpcrkb,0.000000,120.000000,0.000000
wkjagcdxAnBaEFaeyrpnuAdAycucawuEemuabLGfIEIErnfBBaBbcocxdfsxsnydwEpeAqJnEcGBLwFAbwDtoBtrJBBFBBBBGBoEdBysJBBBkJrzvvvvxgpo,0,0,wkjagcdxAnBaEFaeyrpnuAdAycucawuEemuabLGfIEIErnfBBaBbcocxdfsxsnydwEpeAqJnEcGBLwFAbwDtoBtrJBBFBBBBGBoEdBysJBBBkJrIoKfpcrkb,0.000000,120.000000,0.000000
wkjagcdxAnBaEFaeyrpnuAdAycucawuEemuabLGfIEIErnfBBaBbcocxdfsxsnydwEpeAqJnEcGBLwFAbwDtoBtrJBBFBBBBGBoEdBysJBBBkJrzvvvvxgpo,1,0,wkjagcdxAnBaEFaeyrpnuAdAycucawuEemuabLGfIEIErnfBBaBbcocxdfsxsnydwEpeAqJnEcGBLwFAbwDtoBtrJBBFBBBBGBoEdBysJBBBkJrIoKfpcrkb,0.000000,120.000000,0.000000
wkjagcdxAnBaEFaeyrpnuAdAycucawuEemuabLGfIEIErnfBBaBbcocxdfsxsnydwEpeAqJnEcGBLwFAbwDtoBtrJBBFBBBBGBoEdBysJBBBkJrzvvvvxgpo,2,0,wkjagcdxAnBaEFaeyrpnuAdAycucawuEemuabLGfIEIErnfBBaBbcocxdfsxsnydwEpeAqJnEcGBLwFAbwDtoBtrJBBFBBBBGBoEdBysJBBBkJrIoKfpcrkb,0.000000,120.000000,0.000000
wkjagcdxAnBaEFaeyrpnuAdAycucawuEemuabLGfIEIErnfBBaBbcocxdfsxsnydwEpeAqJnEcGBLwFAbwDtoBtrJBBFBBBBGBoEdBysJBBBkJrzvvvvxgpo,3,0,wkjagcdxAnBaEFaeyrpnuAdAycucawuEemuabLGfIEIErnfBBaBbcocxdfsxsnydwEpeAqJnEcGBLwFAbwDtoBtrJBBFBBBBGBoEdBysJBBBkJrIoKfpcrkb,0.000000,120.000000,0.000000
wkjagcdxAnBaEFaeyrpnuAdAycucawuEemuabLGfIEIErnfBBaBbcocxdfsxsnydwEpeAqJnEcGBLwFAbwDtoBtrJBBFBBBBGBoEdBysJBBBkJrzvvvvxgpo,4,0,wkjagcdxAnBaEFaeyrpnuAdAycucawuEemuabLGfIEIErnfBBaBbcocxdfsxsnydwEpeAqJnEcGBLwFAbwDtoBtrJBBFBBBBGBoEdBysJBBBkJrIoKfpcrkb,0.000000,120.000000,0.000000
wzcagcfAcJsyJbjDczEwfkhfEybrnLaItcByEyuIquwJmqfBbsfxJBdrEnBBBtBoDuABBpBjBBLLBGBKrBbaolInDDeeLCpyfBqBsbKKBfBynzhzvvvvxgab,0,0,wzcagcfAcJsyJbjDczEwfkhfEybrnLaItcByEyuIquwJmqfBbsfxJBdrEnBBBtBoDuABBpBjBBLLBGBKrBbaolInDDeeLCpyfBqBsbKKBfBynzhIoKfpcrkb,0.000000,120.000000,0.000000
wzcagcfAcJsyJbjDczEwfkhfEybrnLaItcByEyuIquwJmqfBbsfxJBdrEnBBBtBoDuABBpBjBBLLBGBKrBbaolInDDeeLCpyfBqBsbKKBfBynzhzvvvvxgab,1,0,wzcagcfAcJsyJbjDczEwfkhfEybrnLaItcByEyuIquwJmqfBbsfxJBdrEnBBBtBoDuABBpBjBBLLBGBKrBbaolInDDeeLCpyfBqBsbKKBfBynzhIoKfpcrkb,0.000000,120.000000,0.000000
wzcagcfAcJsyJbjDczEwfkhfEybrnLaItcByEyuIquwJmqfBbsfxJBdrEnBBBtBoDuABBpBjBBLLBGBKrBbaolInDDeeLCpyfBqBsbKKBfBynzhzvvvvxgab,2,0,wzcagcfAcJsyJbjDczEwfkhfEybrnLaItcByEyuIquwJmqfBbsfxJBdrEnBBBtBoDuABBpBjBBLLBGBKrBbaolInDDeeLCpyfBqBsbKKBfBynzhIoKfpcrkb,0.000000,120.000000,0.000000
wzcagcfAcJsyJbjDczEwfkhfEybrnLaItcByEyuIquwJmqfBbsfxJBdrEnBBBtBoDuABBpBjBBLLBGBKrBbaolInDDeeLCpyfBqBsbKKBfBynzhzvvvvxgab,3,0,wzcagcfAcJsyJbjDczEwfkhfEybrnLaItcByEyuIquwJmqfBbsfxJBdrEnBBBtBoDuABBpBjBBLLBGBKrBbaolInDDeeLCpyfBqBsbKKBfBynzhIoKfpcrkb,0.000000,120.000000,0.000000
wzcagcfAcJsyJbjDczEwfkhfEybrnLaItcByEyuIquwJmqfBbsfxJBdrEnBBBtBoDuABBpBjBBLLBGBKrBbaolInDDeeLCpyfBqBsbKKBfBynzhzvvvvxgab,4,0,wzcagcfAcJsyJbjDczEwfkhfEybrnLaItcByEyuIquwJmqfBbsfxJBdrEnBBBtBoDuABBpBjBBLLBGBKrBbaolInDDeeLCpyfBqBsbKKBfBynzhIoKfpcrkb,0.000000,120.000000,0.000000
rwjagcrcmHEeyrGxuAHaEDnyucuIoIEAGdffuEaIasfuIKBfyuyscbspfonotcllBtBdJFEBIBmBLFpBlxBBpBBpuBBdwKJLtybwqBItcHrdzLdzvvvvxguI,0,0,rwjagcrcmHEeyrGxuAHaEDnyucuIoIEAGdffuEaIasfuIKBfyuyscbspfonotcllBtBdJFEBIBmBLFpBlxBBpBBpuBBdwKJLtybwqBItcHrdzLdIoKfpcrkb,0.000000,120.000000,0.000000
rwjagcrcmHEeyrGxuAHaEDnyucuIoIEAGdffuEaIasfuIKBfyuyscbspfonotcllBtBdJFEBIBmBLFpBlxBBpBBpuBBdwKJLtybwqBItcHrdzLdzvvvvxguI,1,0,rwjagcrcmHEeyrGxuAHaEDnyucuIoIEAGdffuEaIasfuIKBfyuyscbspfonotcllBtBdJFEBIBmBLFpBlxBBpBBpuBBdwKJLtybwqBItcHrdzLdIoKfpcrkb,0.000000,120.000000,0.000000
rwjagcrcmHEeyrGxuAHaEDnyucuIoIEAGdffuEaIasfuIKBfyuyscbspfonotcllBtBdJFEBIBmBLFpBlxBBpBBpuBBdwKJLtybwqBItcHrdzLdzvvvvxguI,2,0,rwjagcrcmHEeyrGxuAHaEDnyucuIoIEAGdffuEaIasfuIKBfyuyscbspfonotcllBtBdJFEBIBmBLFpBlxBBpBBpuBBdwKJLtybwqBItcHrdzLdIoKfpcrkb,0.000000,120.000000,0.000000
rwjagcrcmHEeyrGxuAHaEDnyucuIoIEAGdffuEaIasfuIKBfyuyscbspfonotcllBtBdJFEBIBmBLFpBlxBBpBBpuBBdwKJLtybwqBItcHrdzLdzvvvvxguI,3,0,rwjagcrcmHEeyrGxuAHaEDnyucuIoIEAGdffuEaIasfuIKBfyuyscbspfonotcllBtBdJFEBIBmBLFpBlxBBpBBpuBBdwKJLtybwqBItcHrdzLdIoKfpcrkb,0.000000,120.000000,0.000000
rwjagcrcmHEeyrGxuAHaEDnyucuIoIEAGdffuEaIasfuIKBfyuyscbspfonotcllBtBdJFEBIBmBLFpBlxBBpBBpuBBdwKJLtybwqBItcHrdzLdzvvvvxguI,4,0,rwjagcrcmHEeyrGxuAHaEDnyucuIoIEAGdffuEaIasfuIKBfyuyscbspfonotcllBtBdJFEBIBmBLFpBlxBBpBBpuBBdwKJLtybwqBItcHrdzLdIoKfpcrkb,0.000000,120.000000,0.000000
qwJaCsDGenHEaLGBJHBiKfByycuEeruGqqxEjaxBFtrkLdDKjBIEGwyBdbmpgcjyDDDtxDeFrpJsGuBbfrBBBbBBBeHoByBBEklBBBIJBBBBdKBzvvvvxgrG,0,0,qwJaCsDGenHEaLGBJHBiKfByycuEeruGqqxEjaxBFtrkLdDKjBIEGwyBdbmpgcjyDDDtxDeFrpJsGuBbfrBBBbBBBeHoByBBEklBBBIJBBBBdKBIoKfpcrkb,0.000000,120.000000,0.000000
qwJaCsDGenHEaLGBJHBiKfByycuEeruGqqxEjaxBFtrkLdDKjBIEGwyBdbmpgcjyDDDtxDeFrpJsGuBbfrBBBbBBBeHoByBBEklBBBIJBBBBdKBzvvvvxgrG,1,0,qwJaCsDGenHEaLGBJHBiKfByycuEeruGqqxEjaxBFtrkLdDKjBIEGwyBdbmpgcjyDDDtxDeFrpJsGuBbfrBBBbBBBeHoByBBEklBBBIJBBBBdKBIoKfpcrkb,0.000000,120.000000,0.000000
qwJaCsDGenHEaLGBJHBiKfByycuEeruGqqxEjaxBFtrkLdDKjBIEGwyBdbmpgcjyDDDtxDeFrpJsGuBbfrBBBbBBBeHoByBBEklBBBIJBBBBdKBzvvvvxgrG,2,0,qwJaCsDGenHEaLGBJHBiKfByycuEeruGqqxEjaxBFtrkLdDKjBIEGwyBdbmpgcjyDDDtxDeFrpJsGuBbfrBBBbBBBeHoByBBEklBBBIJBBBBdKBIoKfpcrkb,0.000000,120.000000,0.000000
qwJaCsDGenHEaLGBJHBiKfByycuEeruGqqxEjaxBFtrkLdDKjBIEGwyBdbmpgcjyDDDtxDeFrpJsGuBbfrBBBbBBBeHoByBBEklBBBIJBBBBdKBzvvvvxgrG,3,0,qwJaCsDGenHEaLGBJHBiKfByycuEeruGqqxEjaxBFtrkLdDKjBIEGwyBdbmpgcjyDDDtxDeFrpJsGuBbfrBBBbBBBeHoByBBEklBBBIJBBBBdKBIoKfpcrkb,0.000000,120.000000,0.000000
qwJaCsDGenHEaLGBJHBiKfByycuEeruGqqxEjaxBFtrkLdDKjBIEGwyBdbmpgcjyDDDtxDeFrpJsGuBbfrBBBbBBBeHoByBBEklBBBIJBBBBdKBzvvvvxgrG,4,0,qwJaCsDGenHEaLGBJHBiKfByycuEeruGqqxEjaxBFtrkLdDKjBIEGwyBdbmpgcjyDDDtxDeFrpJsGuBbfrBBBbBBBeHoByBBEklBBBIJBBBBdKBIoKfpcrkb,0.000000,120.000000,0.000000
wzcagcEorlArAoAcklConybDycuopcurDqBKDALqJwDoGBuuxmranjlcqcKAfuEmonLaKleJyEmblkuyBcbItqrnDkqyswrBBBAdBBBBBBBBBBEzvvvvxgab,0,0,wzcagcEorlArAoAcklConybDycuopcurDqBKDALqJwDoGBuuxmranjlcqcKAfuEmonLaKleJyEmblkuyBcbItqrnDkqyswrBBBAdBBBBBBBBBBEIoKfpcrkb,0.000000,120.000000,0.000000
wzcagcEorlArAoAcklConybDycuopcurDqBKDALqJwDoGBuuxmranjlcqcKAfuEmonLaKleJyEmblkuyBcbItqrnDkqyswrBBBAdBBBBBBBBBBEzvvvvxgab,1,0,wzcagcEorlArAoAcklConybDycuopcurDqBKDALqJwDoGBuuxmranjlcqcKAfuEmonLaKleJyEmblkuyBcbItqrnDkqyswrBBBAdBBBBBBBBBBEIoKfpcrkb,0.000000,120.000000,0.000000
wzcagcEorlArAoAcklConybDycuopcurDqBKDALqJwDoGBuuxmranjlcqcKAfuEmonLaKleJyEmblkuyBcbItqrnDkqyswrBBBAdBBBBBBBBBBEzvvvvxgab,2,0,wzcagcEorlArAoAcklConybDycuopcurDqBKDALqJwDoGBuuxmranjlcqcKAfuEmonLaKleJyEmblkuyBcbItqrnDkqyswrBBBAdBBBBBBBBBBEIoKfpcrkb,0.000000,120.000000,0.000000
wzcagcEorlArAoAcklConybDycuopcurDqBKDALqJwDoGBuuxmranjlcqcKAfuEmonLaKleJyEmblkuyBcbItqrnDkqyswrBBBAdBBBBBBBBBBEzvvvvxgab,3,0,wzcagcEorlArAoAcklConybDycuopcurDqBKDALqJwDoGBuuxmranjlcqcKAfuEmonLaKleJyEmblkuyBcbItqrnDkqyswrBBBAdBBBBBBBBBBEIoKfpcrkb,0.000000,120.000000,0.000000
wzcagcEorlArAoAcklConybDycuopcurDqBKDALqJwDoGBuuxmranjlcqcKAfuEmonLaKleJyEmblkuyBcbItqrnDkqyswrBBBAdBBBBBBBBBBEzvvvvxgab,4,0,wzcagcEorlArAoAcklConybDycuopcurDqBKDALqJwDoGBuuxmranjlcqcKAfuEmonLaKleJyEmblkuyBcbItqrnDkqyswrBBBAdBBBBBBBBBBEIoKfpcrkb,0.000000,120.000000,0.000000
wfjagcqtsanAmzwhadykatyxoxyveAlHHAaEGnxrHlGdxtaIEHpcDsbKurboIBwndyuducIyBBKqBBqsBIBABBqBuBABbEaeIpfBBEvBdBHpvsvzvvvvxgwp,0,0,wfjagcqtsanAmzwhadykatyxoxyveAlHHAaEGnxrHlGdxtaIEHpcDsbKurboIBwndyuducIyBBKqBBqsBIBABBqBuBABbEaeIpfBBEvBdBHpvsvIoKfpcrkb,0.000000,120.000000,0.000000
wfjagcqtsanAmzwhadykatyxoxyveAlHHAaEGnxrHlGdxtaIEHpcDsbKurboIBwndyuducIyBBKqBBqsBIBABBqBuBABbEaeIpfBBEvBdBHpvsvzvvvvxgwp,1,0,wfjagcqtsanAmzwhadykatyxoxyveAlHHAaEGnxrHlGdxtaIEHpcDsbKurboIBwndyuducIyBBKqBBqsBIBABBqBuBABbEaeIpfBBEvBdBHpvsvIoKfpcrkb,0.000000,120.000000,0.000000
wfjagcqtsanAmzwhadykatyxoxyveAlHHAaEGnxrHlGdxtaIEHpcDsbKurboIBwndyuducIyBBKqBBqsBIBABBqBuBABbEaeIpfBBEvBdBHpvsvzvvvvxgwp,2,0,wfjagcqtsanAmzwhadykatyxoxyveAlHHAaEGnxrHlGdxtaIEHpcDsbKurboIBwndyuducIyBBKqBBqsBIBABBqBuBABbEaeIpfBBEvBdBHpvsvIoKfpcrkb,0.000000,120.000000,0.000000
wfjagcqtsanAmzwhadykatyxoxyveAlHHAaEGnxrHlGdxtaIEHpcDsbKurboIBwndyuducIyBBKqBBqsBIBABBqBuBABbEaeIpfBBEvBdBHpvsvzvvvvxgwp,3,0,wfjagcqtsanAmzwhadykatyxoxyveAlHHAaEGnxrHlGdxtaIEHpcDsbKurboIBwndyuducIyBBKqBBqsBIBABBqBuBABbEaeIpfBBEvBdBHpvsvIoKfpcrkb,0.000000,120.000000,0.000000
wfjagcqtsanAmzwhadykatyxoxyveAlHHAaEGnxrHlGdxtaIEHpcDsbKurboIBwndyuducIyBBKqBBqsBIBABBqBuBABbEaeIpfBBEvBdBHpvsvzvvvvxgwp,4,0,wfjagcqtsanAmzwhadykatyxoxyveAlHHAaEGnxrHlGdxtaIEHpcDsbKurboIBwndyuducIyBBKqBBqsBIBABBqBuBABbEaeIpfBBEvBdBHpvsvIoKfpcrkb,0.000000,120.000000,0.000000
wljagcHlrHpCiydGBqjwlcuyycudrudyarJeKBABBcLDxojEoezyuEfsIBEmGuBrItDyAqBBsBlkDqGpmHmDepvuyBrGjBnBpGBBBBEpuBBnamBzvvvxvgAr,0,0,wljagcHlrHpCiydGBqjwlcuyycudrudyarJeKBABBcLDxojEoezyuEfsIBEmGuBrItDyAqBBsBlkDqGpmHmDepvuyBrGjBnBpGBBBBEpuBBnamBIoKfpcrkb,0.000000,120.000000,0.000000
