init_genome,repl,update,evolved_genome,scf,merit,mum
wAjagcIscnDezbuIJqfyFFryuAufdbucJoywBeHcIbDFtAdIyyscfIeqerwwDDsykmFafpJwGnqGeetcBmfBBBBsBlpBBoiklBwBBnBlCqlkkAmzvvvvxgBA,0,-1,wAjagcIscnDezbuIJqfyFFryuAufdbucJoywBeHcIbDFtAdIyyscfIeqerwwDDsykmFafpJwGnqGeetcBmfBBBBsBlpBBoiklBwBBnBlCqlkkAmzvvvvxgBA,21.420000,115.000000,-0.000467
wzcaIpuKLpcCBIGyknmsppxyycufJrugcABsKxfBvbdtCcvEdrspnEtuGwkmmvLvJcnExIImKsKfiAjcjAyyEqJtcGBFsBBBBBGByBBBxEBAmBczvvvvxgab,0,-1,wzcaIpuKLpcCBIGyknmsppxyycufJrugcABsKxfBvbdtCcvEdrspnEtuGwkmmvLvJcnExIImKsKfiAjcjAyyEqJtcGBFsBBBBBGByBBBxEBAmBczvvvvxgab,21.920000,115.000000,0.015055
wzcagcycpLAecqEpDnqGfyKFycuDEGuLIorkGAypIucaBBylaBwjBBbGLjsrbABprwsujAaGbrbByBJBnBsbtBEwrrGBAAmBLBlBoEdnfsBBzbezvvvvxgab,0,-1,wzcagcycpLAecqEpDnqGfyKFycuDEGuLIorkGAypIucaBBylaBwjBBbGLjsrbABprwsujAaGbrbByBJBnBsbtBEwrrGBAAmBLBlBoEdnfsBBzbezvvvvxgab,21.890000,115.000000,0.010050
wzcaGeGecsooHiKlJBkHtGmyycuxerugceLbGAJBvdBtqjvEfrwxBEoLBjfsnvevKrEEqAfsGqnwDaalEAyyDxGtcBuFBBBBlsjBBBJpwBBuBDBzvvvvxgab,0,-1,wzcaGeGecsooHiKlJBkHtGmyycuxerugceLbGAJBvdBtqjvEfrwxBEoLBjfsnvevKrEEqAfsGqnwDaalEAyyDxGtcBuFBBBBlsjBBBJpwBBuBDBzvvvvxgab,21.780000,114.000000,0.006887
wzcagcqkaFlywozmLsayuAbAbFFbkkydycptmjJlKxEpaDpjlbBsbbFIoKerfdddIyAuJuoyeserLmGJazwtpcBtBqBnArBBBBpBBBbqBFBBBBszvvvvxgab,0,-1,wzcagcqkaFlywozmLsayuAbAbFFbkkydycptmjJlKxEpaDpjlbBsbbFIoKerfdddIyAuJuoyeserLmGJazwtpcBtBqBnArBBBBpBBBbqBFBBBBszvvvvxgab,21.790000,112.000000,0.002754
wkjagcdxAnBaEFaeyrpnuAdAycucawuEemuabLGfIEIErnfBBaBbcocxdfsxsnydwEpeAqJnEcGBLwFAbwDtoBtrJBBFBBBBGBoEdBysJBBBkJrzvvvvxgpo,0,-1,wkjagcdxAnBaEFaeyrpnuAdAycucawuEemuabLGfIEIErnfBBaBbcocxdfsxsnydwEpeAqJnEcGBLwFAbwDtoBtrJBBFBBBBGBoEdBysJBBBkJrzvvvvxgpo,21.530000,115.000000,0.012541
wzcagcfAcJsyJbjDczEwfkhfEybrnLaItcByEyuIquwJmqfBbsfxJBdrEnBBBtBoDuABBpBjBBLLBGBKrBbaolInDDeeLCpyfBqBsbKKBfBynzhzvvvvxgab,0,-1,wzcagcfAcJsyJbjDczEwfkhfEybrnLaItcByEyuIquwJmqfBbsfxJBdrEnBBBtBoDuABBpBjBBLLBGBKrBbaolInDDeeLCpyfBqBsbKKBfBynzhzvvvvxgab,21.570000,116.000000,0.014835
rwjagcrcmHEeyrGxuAHaEDnyucuIoIEAGdffuEaIasfuIKBfyuyscbspfonotcllBtBdJFEBIBmBLFpBlxBBpBBpuBBdwKJLtybwqBItcHrdzLdzvvvvxguI,0,-1,rwjagcrcmHEeyrGxuAHaEDnyucuIoIEAGdffuEaIasfuIKBfyuyscbspfonotcllBtBdJFEBIBmBLFpBlxBBpBBpuBBdwKJLtybwqBItcHrdzLdzvvvvxguI,21.480000,116.000000,0.002793
qwJaCsDGenHEaLGBJHBiKfByycuEeruGqqxEjaxBFtrkLdDKjBIEGwyBdbmpgcjyDDDtxDeFrpJsGuBbfrBBBbBBBeHoByBBEklBBBIJBBBBdKBzvvvvxgrG,0,-1,qwJaCsDGenHEaLGBJHBiKfByycuEeruGqqxEjaxBFtrkLdDKjBIEGwyBdbmpgcjyDDDtxDeFrpJsGuBbfrBBBbBBBeHoByBBEklBBBIJBBBBdKBzvvvvxgrG,21.450000,112.000000,0.005128
wzcagcEorlArAoAcklConybDycuopcurDqBKDALqJwDoGBuuxmranjlcqcKAfuEmonLaKleJyEmblkuyBcbItqrnDkqyswrBBBAdBBBBBBBBBBEzvvvvxgab,0,-1,wzcagcEorlArAoAcklConybDycuopcurDqBKDALqJwDoGBuuxmranjlcqcKAfuEmonLaKleJyEmblkuyBcbItqrnDkqyswrBBBAdBBBBBBBBBBEzvvvvxgab,21.410000,115.000000,-0.011210
wfjagcqtsanAmzwhadykatyxoxyveAlHHAaEGnxrHlGdxtaIEHpcDsbKurboIBwndyuducIyBBKqBBqsBIBABBqBuBABbEaeIpfBBEvBdBHpvsvzvvvvxgwp,0,-1,wfjagcqtsanAmzwhadykatyxoxyveAlHHAaEGnxrHlGdxtaIEHpcDsbKurboIBwndyuducIyBBKqBBqsBIBABBqBuBABbEaeIpfBBEvBdBHpvsvzvvvvxgwp,21.880000,116.000000,-0.005941
wljagcHlrHpCiydGBqjwlcuyycudrudyarJeKBABBcLDxojEoezyuEfsIBEmGuBrItDyAqBBsBlkDqGpmHmDepvuyBrGjBnBpGBBBBEpuBBnamBzvvvxvgAr,0,-1,wljagcHlrHpCiydGBqjwlcuyycudrudyarJeKBABBcLDxojEoezyuEfsIBEmGuBrItDyAqBBsBlkDqGpmHmDepvuyBrGjBnBpGBBBBEpuBBnamBzvvvxvgAr,21.370000,116.000000,0.000468
wFjagcFmHKblImBrdkhAiAyDLcurAcJmcBtcwlDEBmBKqGGfBFeamEtdEnJpDmoEypfmukuoxIEqyrEIDcBtofrBBloBEBBBBBBpBqnBneBBBBBzvvvvxgFG,0,-1,wFjagcFmHKblImBrdkhAiAyDLcurAcJmcBtcwlDEBmBKqGGfBFeamEtdEnJpDmoEypfmukuoxIEqyrEIDcBtofrBBloBEBBBBBBpBqnBneBBBBBzvvvvxgFG,21.640000,110.000000,-0.004621
wzjagcItGGEfoadHLlKAKqdHycekyuGKmdsorEdlBBBpkBtpBlBGBBEDcBBpkBpJLDbfbplFBlByBcqkIBGnBtItBAbsEEwKpmfCGaswcDeGeewzvvvvxgab,0,-1,wzjagcItGGEfoadHLlKAKqdHycekyuGKmdsorEdlBBBpkBtpBlBGBBEDcBBpkBpJLDbfbplFBlByBcqkIBGnBtItBAbsEEwKpmfCGaswcDeGeewzvvvvxgab,21.770000,113.000000,0.004134
rwjagcHGsJBbknmawipexzbwffGiCEGLBzLyrseLxbbDqbyuKwLabmAnaFqsAwDErxBEDGLBbBjBecmqaLjBBEGbsBEBwtkBbbAqBBlBujeBBBfzvvvvxgsB,0,-1,rwjagcHGsJBbknmawipexzbwffGiCEGLBzLyrseLxbbDqbyuKwLabmAnaFqsAwDErxBEDGLBbBjBecmqaLjBBEGbsBEBwtkBbbAqBBlBujeBBBfzvvvvxgsB,21.390000,115.000000,-0.012623
wujagcamBwrycqqauuceHjvjyuuopcIqAwFaDonbnEDtbkvaEGBBotqBxrwGBvywbEBcBBBqwxGpdaBBBwBJEBnBtkydBmBAvBBDGfBBxKtEkBqzvvvvxgwn,0,-1,wujagcamBwrycqqauuceHjvjyuuopcIqAwFaDonbnEDtbkvaEGBBotqBxrwGBvywbEBcBBBqwxGpdaBBBwBJEBnBtkydBmBAvBBDGfBBxKtEkBqzvvvvxgwn,21.830000,115.000000,0.000458
kwjagcdqFGhhLCFybfwfJLryuJuGbBucoAyKDxDBGnxFfleoyysceAmfwtopAkjwDFtxmppejrDEBBtcApBqBJBFBoDqJdbaBsIBjeaBbjBBxywzvvvvxget,0,-1,kwjagcdqFGhhLCFybfwfJLryuJuGbBucoAyKDxDBGnxFfleoyysceAmfwtopAkjwDFtxmppejrDEBBtcApBqBJBFBoDqJdbaBsIBjeaBbjBBxywzvvvvxget,21.580000,115.000000,0.001854
wwjagcCwnBEnuxcnKiakfBByycuopcucbtxJjjnqyKDyttbdrpvEyGJLsdFrBmpjEbwBuBtanktrEBBBovoBBtmBnJBbBBBBcBEBoBIBJFBEvBvzvvvvxgia,0,-1,wwjagcCwnBEnuxcnKiakfBByycuopcucbtxJjjnqyKDyttbdrpvEyGJLsdFrBmpjEbwBuBtanktrEBBBovoBBtmBnJBbBBBBcBEBoBIBJFBEvBvzvvvvxgia,21.800000,116.000000,0.009633
wzcagcGaduuIloIsfvHxEpLLoHeyDdccosujcCfIpDGyrxyumlsdIarbldeIbkbqyvKwawfctoEyEpjqBisBarvBLraABuBBBBmBmBBoEIBBwBAzvxvvvgab,0,-1,wzcagcGaduuIloIsfvHxEpLLoHeyDdccosujcCfIpDGyrxyumlsdIarbldeIbkbqyvKwawfctoEyEpjqBisBarvBLraABuBBBBmBmBBoEIBBwBAzvxvvvgab,21.680000,114.000000,0.002306
wJjagcnxqrqexizzwHpzCKwyycuEqfalunaErmsbsLIqwErGJDDxJByoxegoEoLFyrtDryBKBbBBBEmBloBfBJBBbBtBwpsnojBlBpByBJBBBBBzvvvvxgfG,0,-1,wJjagcnxqrqexizzwHpzCKwyycuEqfalunaErmsbsLIqwErGJDDxJByoxegoEoLFyrtDryBKBbBBBEmBloBfBJBBbBtBwpsnojBlBpByBJBBBBBzvvvvxgfG,21.650000,113.000000,0.008314
whjagcvIBlIIbakCayKJDsohycuoucJcxywaDlnyGxntrjEbDcBvymtpnxjjjoKoBemJucfEsBEaxtBBBoBBBBvDBIBvCwBqBnBBBKyEBBBbBKBzvvvvxguA,0,-1,whjagcvIBlIIbakCayKJDsohycuoucJcxywaDlnyGxntrjEbDcBvymtpnxjjjoKoBemJucfEsBEaxtBBBoBBBBvDBIBvCwBqBnBBBKyEBBBbBKBzvvvvxguA,21.940000,117.000000,0.019143
wyjagcecptKHqlcaHbkycDyIouuopcEmpBAbEJuBABxuDrBKccJypJBnsLxBLuBrEbByawBBBjBoGeHBDBBEmLGGkJAwoBcupqeJuBpGCqdGJBdzvvvvxgGK,0,-1,wyjagcecptKHqlcaHbkycDyIouuopcEmpBAbEJuBABxuDrBKccJypJBnsLxBLuBrEbByawBBBjBoGeHBDBBEmLGGkJAwoBcupqeJuBpGCqdGJBdzvvvvxgGK,21.540000,114.000000,-0.001857
JwjagcaGBKGLADFFsceEhEyjLscjaeournIenLLqxdupyEauucBEJIxApejnBJEuDrekBBoLLByEtBuwByIBqAByBBBBBBfcBmBBwBBBxsnscBEzvvvvxgFb,0,-1,JwjagcaGBKGLADFFsceEhEyjLscjaeournIenLLqxdupyEauucBEJIxApejnBJEuDrekBBoLLByEtBuwByIBqAByBBBBBBfcBmBBwBBBxsnscBEzvvvvxgFb,21.440000,111.000000,-0.010261
wfjagccAlEAiDEDekbmDLwJyycurucsbvcEoDeavqEjmyawasqJvedKrtonyvLrbmtxLnrBBdqjDJBpLbJBxBBBDBBsylbBBBBtBIBloBkBBosJzvvvvxggc,0,-1,wfjagccAlEAiDEDekbmDLwJyycurucsbvcEoDeavqEjmyawasqJvedKrtonyvLrbmtxLnrBBdqjDJBpLbJBxBBBDBBsylbBBBBtBIBloBkBBosJzvvvvxggc,21.940000,116.000000,-0.002735
wFjagcwwGLLsrHFczytGJLryubukaoucoAyJBDbBffKCApfoyyscaebynBopayBjsFklmppKhreKcctcuBIABBkGzquBBxABqspBeuGBIFBBBDDzvvvvxgrJ,0,-1,wFjagcwwGLLsrHFczytGJLryubukaoucoAyJBDbBffKCApfoyyscaebynBopayBjsFklmppKhreKcctcuBIABBkGzquBBxABqspBeuGBIFBBBDDzvvvvxgrJ,21.790000,113.000000,0.006884
wJjagcAJGoDAFKpIyAJqKjryubuGqoucexydBntwmjmAAKGbyyscjyAwsomDLcDFuamkjpDbLrfGDqtrDAFcpDwsyoFBBBdBBfuyBLnqeBBHqzbavvvvxgId,0,-1,wJjagcAJGoDAFKpIyAJqKjryubuGqoucexydBntwmjmAAKGbyyscjyAwsomDLcDFuamkjpDbLrfGDqtrDAFcpDwsyoFBBBdBBfuyBLnqeBBHqzbavvvvxgId,21.560000,113.000000,0.001855
jwjagcKdzxBjJscoaulbxnHyycuoGrujqfGEstxGFtrCapwBsozEmlyEGLeloEwyqdGtiwworpDBwuiDArBIBBmBBjBbecBBBEdIJBdBdBBBBsszvvvvxgmI,0,-1,jwjagcKdzxBjJscoaulbxnHyycuoGrujqfGEstxGFtrCapwBsozEmlyEGLeloEwyqdGtiwworpDBwuiDArBIBBmBBjBbecBBBEdIJBdBdBBBBsszvvvvxgmI,21.910000,116.000000,0.011410
wCjagczyhEwcHELAteobzbiyycurucsdvxEdJacvqEcmbaBxswBvntqrsAtyvArwmtejnrBBqJsoLJBBunqjaqBewBsmBLBDBBjBwBxABBaBBtmzvvvvxgmq,0,-1,wCjagczyhEwcHELAteobzbiyycurucsdvxEdJacvqEcmbaBxswBvntqrsAtyvArwmtejnrBBqJsoLJBBunqjaqBewBsmBLBDBBjBwBxABBaBBtmzvvvvxgmq,21.740000,117.000000,0.002760
wBjagcvrlFrAbcBxBzvjlFyxycuopcuclabsEvobKkkpFBBIovkoypBaoDkbdboyGBtrBDBBIdqBByJBuEAjBoBAlxBFBDIDDBqivFFGDBjrfArzvvvxvgID,0,-1,wBjagcvrlFrAbcBxBzvjlFyxycuopcuclabsEvobKkkpFBBIovkoypBaoDkbdboyGBtrBDBBIdqBByJBuEAjBoBAlxBFBDIDDBqivFFGDBjrfArzvvvxvgID,21.930000,117.000000,0.010944
pwjaJtcseCmlyiGeiEDcwoiEycuDrbugcKiGIftJdGgcofDndJEbftcArBnfteAjJacuEKgmpmsaxedockyywretcwBBybBkBBBwBBBduBBiBBxzvvvvxgHg,0,-1,pwjaJtcseCmlyiGeiEDcwoiEycuDrbugcKiGIftJdGgcofDndJEbftcArBnfteAjJacuEKgmpmsaxedockyywretcwBBybBkBBBwBBBduBBiBBxzvvvvxgHg,21.800000,112.000000,0.001835
wnjagcldhzqkcGoEfwjJyhqtycuJoBurdfExcEwFyLnyoJwjvatuBdwraBpEJtnolueKHHbDHdiDlpccBEsAuveynssAwpuvwrBBGbxBBBBBBBBzvxvvvgsu,0,-1,wnjagcldhzqkcGoEfwjJyhqtycuJoBurdfExcEwFyLnyoJwjvatuBdwraBpEJtnolueKHHbDHdiDlpccBEsAuveynssAwpuvwrBBGbxBBBBBBBBzvxvvvgsu,21.420000,117.000000,-0.001401
wBjagcJcjcdcBdKKyAkbbybsccuopcbBByuwFjFqoourKtjBbJBBBAuBowBnmFrIyELwBkDxBFFllsJJbEIpBaBDFBLJtmBBKjbcxjtJBGBnBLszvvvvxght,0,-1,wBjagcJcjcdcBdKKyAkbbybsccuopcbBByuwFjFqoourKtjBbJBBBAuBowBnmFrIyELwBkDxBFFllsJJbEIpBaBDFBLJtmBBKjbcxjtJBGBnBLszvvvvxght,21.650000,113.000000,-0.001848
wujagcaDosssxHrEfnyDfscByuuGpcuqGrDqauBKoDKlyBBKKKKwFJlvvBBqajubkmytyjirsyFlBBEEBvoBveBnFBcpDGBEEEBnsEBByBKBBmrzvvvvxgic,0,-1,wujagcaDosssxHrEfnyDfscByuuGpcuqGrDqauBKoDKlyBBKKKKwFJlvvBBqajubkmytyjirsyFlBBEEBvoBveBnFBcpDGBEEEBnsEBByBKBBmrzvvvvxgic,21.830000,113.000000,0.002749
wyjaiblfcIexnAugcuEkBAxouBElaAcGrBlGLJffjmfyElAoFeuyuJrkEKnybuDJjucyGApBwpxBLBJcBBqGwurByABBtEotnkDGuBBkBnCwurlzvvvvxgdh,0,-1,wyjaiblfcIexnAugcuEkBAxouBElaAcGrBlGLJffjmfyElAoFeuyuJrkEKnybuDJjucyGApBwpxBLBJcBBqGwurByABBtEotnkDGuBBkBnCwurlzvvvvxgdh,21.410000,114.000000,-0.001401
wLjagcfbrxvpvcCsDwHkAqnltzolrlrAlxfBtHEJnwrAuGaJneljfyucEEIcrpByGvEskyuuceypBfBrtBrBBByBBdBoyJBBtwBjBBBBBDyBwuvzvvvvxgHo,0,-1,wLjagcfbrxvpvcCsDwHkAqnltzolrlrAlxfBtHEJnwrAuGaJneljfyucEEIcrpByGvEskyuuceypBfBrtBrBBByBBdBoyJBBtwBjBBBBBDyBwuvzvvvvxgHo,21.840000,116.000000,0.007784
wzcagcbwlGtupuiJJrssJyopIKuLpreFkJyousjIwEmvGeeerbBBnpBpBBqdBGsBABBfnmmjBDawBfpkKaBAjBBBBnuEAGExEBkodvveyBivqyazvvvvxgab,0,-1,wzcagcbwlGtupuiJJrssJyopIKuLpreFkJyousjIwEmvGeeerbBBnpBpBBqdBGsBABBfnmmjBDawBfpkKaBAjBBBBnuEAGExEBkodvveyBivqyazvvvvxgab,21.780000,115.000000,0.007805
wnjaxauysfpgcECBDDIDupbyycuJoIurfLHbkjBcydbyovsaAAjdnmDJIKpjBtnoboGdBzHzpGniCpcBDHaatvaBEexnEpuvjrsBBBBBBBBBBBEzvxvvvgEv,0,-1,wnjaxauysfpgcECBDDIDupbyycuJoIurfLHbkjBcydbyovsaAAjdnmDJIKpjBtnoboGdBzHzpGniCpcBDHaatvaBEexnEpuvjrsBBBBBBBBBBBEzvxvvvgEv,21.700000,117.000000,0.001382
AkfiwpbuhkzqKeqJjaEgcyGyAojApcuqrEGnEsxyAueucaAqbvsaptBnBArBxkEDBokBBnbpyxpBJfBsyoBBDaraDBBIBBBBBIqjBBwBxBqkuyfzvvvxvgjI,0,-1,AkfiwpbuhkzqKeqJjaEgcyGyAojApcuqrEGnEsxyAueucaAqbvsaptBnBArBxkEDBokBBnbpyxpBJfBsyoBBDaraDBBIBBBBBIqjBBwBxBqkuyfzvvvxvgjI,21.710000,114.000000,0.005988
wGjagcvIwlIIIskCayKJDsoLycuouoJcxyGaDlnyGxntrjEbdcBvymtpnxBjjoKLIemJucfEsaEextBBBlBBBBvxBIBvAwBxBkBBBKyEBBBbBKBzvvvvxguA,0,-1,wGjagcvIwlIIIskCayKJDsoLycuouoJcxyGaDlnyGxntrjEbdcBvymtpnxBjjoKLIemJucfEsaEextBBBlBBBBvxBIBvAwBxBkBBBKyEBBBbBKBzvvvvxguA,21.690000,117.000000,0.002305
wsjagcqtsanAmjDhaaykatyxwxyvBAlHHAaEGrxrHJGdxtaIEHpcDsbKurboIBAndyuducIyBBKcBBqsBArABBqBuBABbEaBAGfBBEvBdBHpvsvzvvvvxgfg,0,-1,wsjagcqtsanAmjDhaaykatyxwxyvBAlHHAaEGrxrHJGdxtaIEHpcDsbKurboIBAndyuducIyBBKcBBqsBArABBqBuBABbEaBAGfBBEvBdBHpvsvzvvvvxgfg,21.850000,117.000000,0.004577
wzcagcqkaFlywozmLsayuAbAbFFbkkydycptmjJlKxEpaDpjlbBsbnFIoKerfdddIyAuJuoyeserLmGJazwtpcBtBqBnArBBBBpBBBbqBFBBBBszvvvvxgab,0,-1,wzcagcqkaFlywozmLsayuAbAbFFbkkydycptmjJlKxEpaDpjlbBsbnFIoKerfdddIyAuJuoyeserLmGJazwtpcBtBqBnArBBBBpBBBbqBFBBBBszvvvvxgab,21.810000,115.000000,0.010087
wtjagcnvudDvrtkouIyuoeqrdpzGElGEElffdnFyoEphqpcuurEBlaBpqqvvDBbfmauuKbmdDABIBBqBBxbBBxDBIBbBylpBBBbwfuBBBBnIBBIzvvvvxgmL,0,-1,wtjagcnvudDvrtkouIyuoeqrdpzGElGEElffdnFyoEphqpcuurEBlaBpqqvvDBbfmauuKbmdDABIBBqBBxbBBxDBIBbBylpBBBbwfuBBBBnIBBIzvvvvxgmL,21.820000,115.000000,0.006874
wijagcGwIICsmkaCrxIapHCyycurEEuoBomffdkxJcfskayyJJedAGAFILqAuebEcBryEkJpBucBlBqlBBBlEqBxBBBBBpABBJDBBBBmBtbBnBBzvvvvxgdD,0,-1,wijagcGwIICsmkaCrxIapHCyycurEEuoBomffdkxJcfskayyJJedAGAFILqAuebEcBryEkJpBucBlBqlBBBlEqBxBBBBBpABBJDBBBBmBtbBnBBzvvvvxgdD,21.520000,116.000000,0.007435
wBjagcvrlFrAbcBxBzfrlFyxLcuopcucravxEvobbkkDFBBIovkoypBloDkbcboyGBtrBDBBodBBByJBuEAjBoBAlmBFBDIBDBwBvFFGDBjrfjrzvvvxvgID,0,-1,wBjagcvrlFrAbcBxBzfrlFyxLcuopcucravxEvobbkkDFBBIovkoypBloDkbcboyGBtrBDBBodBBByJBuEAjBoBAlmBFBDIBDBwBvFFGDBjrfjrzvvvxvgID,21.600000,118.000000,0.000000
wGjagcuALfftkaHdiuliCayGHAucyKfvusKuorfoByuuctyuBvEeknwyJpBBuFvrJjmeDftGBBEsDrBGcBBBBBtBBBBBsBEBDbGEABJIEBHBynxzvxvvvgIs,0,-1,wGjagcuALfftkaHdiuliCayGHAucyKfvusKuorfoByuuctyuBvEeknwyJpBBuFvrJjmeDftGBBEsDrBGcBBBBBtBBBBBsBEBDbGEABJIEBHBynxzvxvvvgIs,21.480000,115.000000,-0.008845
wIjagcetastxAlkaHbkycDyAouuopcEmpBAbEJuBABGuDrBKAcBypeBBsKxBLuBDEBjynyqBBjnojKHBBBBEmBkGkDJtbdinmqKJdBaGHymBjBlzvvvvxgGK,0,-1,wIjagcetastxAlkaHbkycDyAouuopcEmpBAbEJuBABGuDrBKAcBypeBBsKxBLuBDEBjynyqBBjnojKHBBBBEmBkGkDJtbdinmqKJdBaGHymBjBlzvvvvxgGK,21.760000,113.000000,0.009191
owjagcrcmHEeyrGxuAHaEDnyucuIoIEAGdffuEaIzsfuIKBfyuyscbspfonotcllBtBdJFEBIBmBLFpBlxBBpBBpuBBdwKJLtybwqBItcHrdzLdzvvvvxguI,0,-1,owjagcrcmHEeyrGxuAHaEDnyucuIoIEAGdffuEaIzsfuIKBfyuyscbspfonotcllBtBdJFEBIBmBLFpBlxBBpBBpuBBdwKJLtybwqBItcHrdzLdzvvvvxguI,21.700000,116.000000,0.000000
wzcagcasujhBDJbHuvepcHBAycnwwAtcpiBpydjeoIqEIbyumqslaErJKBBtBBBwBvxBGBBBfxBxpIklmpABBEvkExEsxnBBFLeBlLdtGKBaCJBzvxvvvgab,0,-1,wzcagcasujhBDJbHuvepcHBAycnwwAtcpiBpydjeoIqEIbyumqslaErJKBBtBBBwBvxBGBBBfxBxpIklmpABBEvkExEsxnBBFLeBlLdtGKBaCJBzvxvvvgab,21.760000,112.000000,0.005974
wxjarGetkrAdqyldmwkxdmyqycusomDwdfxbcaEorxGAacEBuecoxoIyxEAJaBLhcBxpoycLFptcgcBbBIBBBBBBwcsEBBBBBBjkBjAxsKLbEBBzvvvvxgDm,0,-1,wxjarGetkrAdqyldmwkxdmyqycusomDwdfxbcaEorxGAacEBuecoxoIyxEAJaBLhcBxpoycLFptcgcBbBIBBBBBBwcsEBBBBBBjkBjAxsKLbEBBzvvvvxgDm,21.810000,114.000000,0.017882
wljaccAdjpapthrreexCFwbuHdapnwdirwFoKHyucyuIgcfbiaBqJurIpqbGcFBkuurBJjIDyntuaFBBBfpBuBdLIeBBynfBBuBBGBdBwqBJqczzvvvvxgyu,0,-1,wljaccAdjpapthrreexCFwbuHdapnwdirwFoKHyucyuIgcfbiaBqJurIpqbGcFBkuurBJjIDyntuaFBBBfpBuBdLIeBBynfBBuBBGBdBwqBJqczzvvvvxgyu,21.560000,112.000000,-0.005102
wpjagcEbLHHbEIyHKlapuxyDycujoJucmGlfqsvbGkysqvBEmenLAxmvytLnGBrmpEcFbbuEAaABavbLBIroBBBBJJBBGwwBBxlBlBBnLBBBBuBzvvvvxgxj,0,-1,wpjagcEbLHHbEIyHKlapuxyDycujoJucmGlfqsvbGkysqvBEmenLAxmvytLnGBrmpEcFbbuEAaABavbLBIroBBBBJJBBGwwBBxlBlBBnLBBBBuBzvvvvxgxj,21.640000,117.000000,-0.001386
wajalAnfrbdeCmbpBtDyLLGgcwBwypnyuirwcnyEwudKsmKgcerJBpByLDEBBBBelctBBIlneDjGmbwBlbBBBEnpBBmdEcBBqBlqBnBBBBBAxtBzvvvvxgmd,0,-1,wajalAnfrbdeCmbpBtDyLLGgcwBwypnyuirwcnyEwudKsmKgcerJBpByLDEBBBBelctBBIlneDjGmbwBlbBBBEnpBBmdEcBBqBlqBnBBBBBAxtBzvvvvxgmd,21.770000,112.000000,0.005053
wmjagcqFuanefCknvFvzHGFnycbAoruIBcrqDmGIAqoGLjGouGGApyFKueIxiuxrraBvBGDBDtrjBfIoAdlbvBrryBjBIpBBBbekBjoJmBsBBnmzvvvvxgnc,0,-1,wmjagcqFuanefCknvFvzHGFnycbAoruIBcrqDmGIAqoGLjGouGGApyFKueIxiuxrraBvBGDBDtrjBfIoAdlbvBrryBjBIpBBBbekBjoJmBsBBnmzvvvvxgnc,21.630000,116.000000,0.000925
wzjagcplnEzfBjbybLyEeIdroHmIKucznBkluaheucydeddEcFfwwurpyLyuEduncbrtxjBBEpKBBFBeaLIkourBykEBpoBBBAnBmJJBfBtBtqAzvvvvxgab,0,-1,wzjagcplnEzfBjbybLyEeIdroHmIKucznBkluaheucydeddEcFfwwurpyLyuEduncbrtxjBBEpKBBFBeaLIkourBykEBpoBBBAnBmJJBfBtBtqAzvvvvxgab,21.510000,115.000000,-0.006509
wujagcojhznGxrArInyyEscfyuubpcuIdrfKKeolxwEByBjlmsjABJBvvGfeBBsGLByAysErjBBpBBtrmvyBvDLpajqJctLBEluBBnBBGisnClizvvvvxgHG,0,-1,wujagcojhznGxrArInyyEscfyuubpcuIdrfKKeolxwEByBjlmsjABJBvvGfeBBsGLByAysErjBBpBBtrmvyBvDLpajqJctLBEluBBnBBGisnClizvvvvxgHG,21.710000,117.000000,0.001842
wtjapLhLqBeywwagcnExbbfojBEkaGacreuwlGlfjLBjItyokKuyuKrbEAJyburDKuDnLbpBBpfBoBJeBcqGwurBjbkBIwdpCaBLjBBqBBmBBExzvvvvxgqg,0,-1,wtjapLhLqBeywwagcnExbbfojBEkaGacreuwlGlfjLBjItyokKuyuKrbEAJyburDKuDnLbpBBpfBoBJeBcqGwurBjbkBIwdpCaBLjBBqBBmBBExzvvvvxgqg,21.560000,113.000000,-0.002783
xwBjsLjFteBmjadyqpuItclyycuobDuHcgcbEIDrsEuwIBLLrjekLdxbxxBBBIBIIGBJBBswJuqBBBxjBuwBbBBDsDzBBEBIBBEELnnJjmIcqBkzvvvvxgLp,0,-1,xwBjsLjFteBmjadyqpuItclyycuobDuHcgcbEIDrsEuwIBLLrjekLdxbxxBBBIBIIGBJBBswJuqBBBxjBuwBbBBDsDzBBEBIBBEELnnJjmIcqBkzvvvvxgLp,21.500000,114.000000,-0.007907
wpjagcGoALccBqbJrGucCjayrnpsDFFBIuKyJuuFLDrJsmmAIBvBAdetqspqBFKtnddIafjBaBiEjvarLccBBcBDepqBsmBFpvBBDDBfBsvtytBzvvvvxgeq,0,-1,wpjagcGoALccBqbJrGucCjayrnpsDFFBIuKyJuuFLDrJsmmAIBvBAdetqspqBFKtnddIafjBaBiEjvarLccBBcBDepqBsmBFpvBBDDBfBsvtytBzvvvvxgeq,21.560000,116.000000,-0.001855
JLuzyDEwcCnmjbyGDbwyjfLAycuEjaucbJAuoEpbcIHaKqAyBKJtmDLcJqelgcydqqvjBvFtrpynBwpnuBrBBBAaBBoBxxbIEsBIBBBBBBvratEzvxvvvguk,0,-1,JLuzyDEwcCnmjbyGDbwyjfLAycuEjaucbJAuoEpbcIHaKqAyBKJtmDLcJqelgcydqqvjBvFtrpynBwpnuBrBBBAaBBoBxxbIEsBIBBBBBBvratEzvxvvvguk,21.590000,117.000000,-0.002779
